id	speaker	scene	tokenized_text	tokenized_emotions	avg_primary_emotion	avg_secondary_emotion	avg_polarity	avg_introspection	avg_temper	avg_attitude	avg_sensitivity	words
111	OLGA	1	[',', 'roentgen', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						3
112	OLGA	1	['How', 'do', 'you', 'mean', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						5
114	OLGA	1	['Please', ',', 'please', ',', 'Karl', ',', 'we', 'agree', 'that', '—', 'that', '—']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'responsiveness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.24				0.24	12
116	OLGA	1	"['let', ""'s"", 'function', 'to', 'function', 'now', '—', 'it', ""'s"", 'become', 'recently', '.']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.797	-0.904		-0.691		12
118	OLGA	1	['What', 'am', 'I', 'to', 'do', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						6
120	OLGA	1	['thanks', ',', 'I', 'can', 'do', 'that', 'myself', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						8
122	OLGA	1	['I', '?', 'never', '!']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						4
125	OLGA	1	[',', 'nervously', ',', 'turn', 'her', 'mind', 'to', 'him', 'What', 'is', 'it', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'annoyance', 'secondary_emotion': 'flip'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.321	-0.923	-0.035	-0.351		12
127	OLGA	1	['yes', '.', 'Herman', 'desire', 'me', 'painted', 'decolletee', '—', 'in', 'an', 'evening', 'gown', ';', 'just', 'a', 'head', 'and', 'shoulder', ',', 'you', 'know', '.', 'I', 'would', 'have', 'choose', 'a', 'street', 'attire', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'calmness'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.559	0.941	0.308	0.303	0.914	30
129	OLGA	1	['Ohio', ',', 'I', 'think', 'you', 'would', 'only', 'be', 'paint', 'my', 'face', 'the', 'first', 'sitting', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'joy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.647	0.602		0.692		15
131	OLGA	1	[',', 'hesitate', 'yes', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'anxiety', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'calmness'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.235	0.991	0.376		-0.213	4
133	OLGA	1	['Ohio', ',', 'dear', '.', 'How', 'unintelligent', 'of', 'me', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'loathing', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.877			-0.877		9
135	OLGA	1	['well', '—']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						2
137	OLGA	1	[',', 'mechanically', 'yes', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'calmness'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.751	0.944	0.376		0.741	4
139	OLGA	1	[',', 'seat', 'Until', 'when', '?', 'Why', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						7
141	OLGA	1	[',', 'terribly', 'obstruct', 'Of', 'path', '—']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'terror'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.831	-0.877		-0.771	-0.797	6
143	OLGA	1	['snow', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						2
145	OLGA	1	"['Had', ""n't"", 'we', 'good', '?', '—', 'possibly', '—', 'possibly', '—', 'tomorrow', '—', 'or', '—', 'or', '—', 'Tomorrow', 'I', 'could', 'fetch', 'my', 'maid', '.']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.347		0.183	0.329		23
148	OLGA	1	[',', 'put', 'blouse', 'on', 'couch', 'and', 'travel', 'liter', '.', ',', 'dismay', 'and', 'disgust', 'Ohio', '!']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'contentment', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'fear', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'disgust', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.026	0.26		-0.66	0.148	15
150	OLGA	1	['To', 'have', 'my', 'portrait', 'paint', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'joy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.647	0.602		0.692		6
152	OLGA	1	['I', 'state', 'you', ',', 'I', '—']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						6
154	OLGA	1	['The', 'insolence', '!', 'What', 'right', 'have', 'you', 'to', 'address', 'to', 'me', '?', 'Who', 'are', 'you', '?', 'What', 'are', 'you', 'doing', 'here', '?', 'Karl', '!', 'Karl', '!']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'disgust', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.659			-0.659		26
168	OLGA	1	"[',', 'travel', 'carbon', '.', ',', 'steer', 'to', 'large', 'president', '.', 'frighten', 'It', ""'s"", 'very', 'strange', '—', 'this', 'president', 'was', 'empty', ';', 'there', 'was', 'cipher', 'there', '.']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'anxiety', 'secondary_emotion': 'dislike'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'melancholy', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.587	0.731		0.565	0.501	26
173	OLGA	1	[',', 'thwart', 'to', 'KARL', ';', 'to', 'the', 'monster', 'How', 'dare', 'you', '!', 'Karl', '!', 'This', 'man', 'has', 'the', 'insolence', 'to', '—']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'disgust', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.133	-0.98	0.285	-0.288	0.924	21
175	OLGA	1	[',', 'roentgen', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						3
176	OLGA	1	"['I', ""'m"", 'not', 'a', 'widow', '.']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.902	-0.902				6
178	OLGA	1	['No', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						2
181	OLGA	1	[',', 'travel', 'to', 'KARL', 'R.', 'coke', '.', 'The', 'idea', '!']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'calmness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.77		0.584		0.957	10
183	OLGA	1	['Why', 'not', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						3
207	OLGA	1	"[',', 'neglect', 'shawl', 'on', 'couch', 'What', ""'s"", 'the', 'time', '?']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'calmness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.012	-0.867	0.452	-0.299		10
209	OLGA	1	[',', 'angry', 'Who', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'anger', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.603		-0.603			4
211	OLGA	1	"['Ohio', '!', 'So', 'you', 'were', ""n't"", 'asleep', 'after', 'all', '.']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.815	-0.852		-0.777		10
213	OLGA	1	[',', 'take', 'her', 'hat', 'Will', 'this', 'never', 'stop', '!']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'rage'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.316	-0.92	-0.212	0.082		9
215	OLGA	1	['Karl', '!']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						2
220	OLGA	1	[',', 'roentgen', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						3
