id	speaker	scene	tokenized_text	tokenized_emotions	avg_primary_emotion	avg_secondary_emotion	avg_polarity	avg_introspection	avg_temper	avg_attitude	avg_sensitivity	words
625	JULIET	5	['good', 'pilgrim', ',', 'you', 'do', 'wrong', 'your', 'hand', 'too', 'much', ',']	[{'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'sadness', 'secondary_emotion': 'disgust'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.071	-0.449		0.092		11
626	JULIET	5	['Which', 'mannerly', 'idolatry', 'show', 'in', 'this', ';']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'joy', 'secondary_emotion': None}, {'primary_emotion': 'delight', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.701	0.564		0.838		7
627	JULIET	5	['For', 'saint', 'have', 'hand', 'that', 'pilgrims', '’', 'hand', 'do', 'touch', ',']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.683	0.875		0.655		11
628	JULIET	5	['And', 'palm', 'to', 'handle', 'is', 'holy', 'Palmer', '’', 'kiss', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.187	0.223	0.285	0.12		10
630	JULIET	5	['Ay', ',', 'pilgrim', ',', 'lips', 'that', 'they', 'must', 'use', 'in', 'prayer', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.943	0.943				12
633	JULIET	5	['saint', 'do', 'not', 'travel', ',', 'though', 'grant', 'for', 'prayer', '’', 'sake', '.']	[{'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.811	0.943		0.631	0.915	12
636	JULIET	5	['Then', 'have', 'my', 'sass', 'the', 'sin', 'that', 'they', 'have', 'consume', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'fear'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.46	-0.509		0.029	-0.369	11
639	JULIET	5	['You', 'snog', 'by', 'thorium', '’', 'book', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'bliss'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.835	0.933	0.823	0.731	0.853	7
659	JULIET	5	['semen', 'hither', ',', 'nanny', '.', 'What', 'is', 'yond', 'gentleman', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'contentment', 'secondary_emotion': 'serenity'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.358	-0.335	0.031	-0.795		10
661	JULIET	5	['What', '’', 's', 'he', 'that', 'now', 'is', 'travel', 'out', 'of', 'door', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.583	0.285		0.134	0.957	12
663	JULIET	5	['What', '’', 's', 'he', 'that', 'surveil', 'here', ',', 'that', 'would', 'not', 'dance', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.505	0.543		0.468		13
665	JULIET	5	['travel', 'necessitate', 'hello', 'name', '.', 'The', 'nanny', 'travel', '.', 'If', 'he', 'be', 'marrièd', ',']	[{'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.478	-0.953		0.011	0.947	14
666	JULIET	5	['My', 'grave', 'is', 'like', 'to', 'be', 'my', 'wedding', 'layer', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'joy', 'secondary_emotion': None}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.079	-0.089		-0.338		10
669	JULIET	5	['My', 'only', 'love', 'sprung', 'from', 'my', 'only', 'hate', '!']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'joy', 'secondary_emotion': 'pleasantness'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'sadness', 'secondary_emotion': 'disgust'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.0	0.0		0.0		9
670	JULIET	5	['Too', 'early', 'understand', 'unknown', ',', 'and', 'know', 'too', 'late', '!']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'bliss'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.467	0.876	0.745	-0.243	0.833	10
671	JULIET	5	['Prodigious', 'parturition', 'of', 'beloved', 'it', 'is', 'to', 'me']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.917	0.945		0.802	0.91	8
672	JULIET	5	['That', 'I', 'must', 'love', 'a', 'loathèd', 'enemy', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'joy', 'secondary_emotion': 'pleasantness'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'loathing', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.145	0.66		-0.145		8
674	JULIET	5	['A', 'verse', 'I', 'learn', 'even', 'now']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'calmness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.322	0.2	0.479	0.129		6
675	JULIET	5	['Of', 'one', 'I', 'dance', 'withal', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'joy', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.682	0.693		0.795		6
748	JULIET	2	['Ay', 'me', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						3
757	JULIET	2	['O', 'Romeo', ',', 'Romeo', ',', 'wherefore', 'art', 'thousand', 'Romeo', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.173	0.28		0.066		10
758	JULIET	2	['Deny', 'thy', 'Father', 'and', 'deny', 'thy', 'name', ',']	[{'primary_emotion': 'terror', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'terror', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.233	0.951		-0.218	-0.848	8
759	JULIET	2	['Or', ',', 'if', 'thou', 'wilt', 'not', ',', 'be', 'but', 'curse', 'my', 'love', ',']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'rage', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'joy', 'secondary_emotion': 'pleasantness'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.165	0.66	-0.99	0.66		13
760	JULIET	2	['And', 'I', '’', 'll', 'no', 'longer', 'be', 'a', 'Capulet', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.175		0.235	0.116		10
762	JULIET	2	['’', 'titanium', 'but', 'thy', 'name', 'that', 'is', 'my', 'enemy', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'bliss'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'loathing', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.044	0.987	0.736	-0.95		10
763	JULIET	2	['thousand', 'artwork', 'thyself', ',', 'though', 'not', 'a', 'Montagu', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.18	0.324		0.037		9
764	JULIET	2	['What', '’', 's', 'Montagu', '?', 'It', 'is', 'nor', 'hand', ',', 'nor', 'foot', ',']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						13
765	JULIET	2	['Nor', 'sleeve', ',', 'nor', 'face', '.', 'O', ',', 'be', 'some', 'other', 'name']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						12
766	JULIET	2	['belong_to', 'to', 'a', 'Man', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						5
767	JULIET	2	['What', '’', 's', 'in', 'a', 'name', '?', 'That', 'which', 'we', 'name', 'a', 'rise']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}]	ecstasy	loathing	0.764	0.862		0.665		13
768	JULIET	2	['By', 'any', 'other', 'word', 'would', 'smell', 'as', 'sweetness', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.432		0.321	0.374		9
769	JULIET	2	['So', 'Romeo', 'would', ',', 'were', 'he', 'not', 'Romeo', 'call', ',']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						10
770	JULIET	2	['Retain', 'that', 'lamb', 'perfection', 'which', 'he', 'owe']	[{'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'bliss', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.08	-0.94	0.62	0.06		7
